ID_Chamado,ID_Cliente,Hora_Abertura_Chamado,Hora_Inicio_Atendimento,Hora_Finalizacao_Atendimento
7710,33548303836,04/06/2025 às 12:28:33,04/06/2025 às 12:37:50,04/06/2025 às 13:07:38
7711,33550111052,11/01/2025 às 20:32:59,11/01/2025 às 20:32:59,11/01/2025 às 20:39:43
7712,33555174862,07/04/2025 às 05:03:26,07/04/2025 às 05:03:26,07/04/2025 às 05:05:16
7713,33564541716,29/06/2025 às 14:06:31,29/06/2025 às 14:06:31,29/06/2025 às 14:14:40
7714,33564541716,17/05/2025 às 13:22:53,17/05/2025 às 13:23:22,17/05/2025 às 13:34:46
7715,33564541716,15/05/2025 às 09:43:53,15/05/2025 às 09:57:45,15/05/2025 às 10:32:42
7716,33571364458,08/04/2025 às 14:06:41,08/04/2025 às 14:06:41,08/04/2025 às 14:07:56
7717,33571364458,04/06/2025 às 20:28:20,04/06/2025 às 20:28:55,04/06/2025 às 21:02:22
7718,33571364458,28/06/2025 às 21:28:06,28/06/2025 às 21:37:20,28/06/2025 às 22:42:52
7719,33571364458,28/01/2025 às 17:57:12,28/01/2025 às 18:13:49,28/01/2025 às 18:46:33
7720,33571364458,14/04/2025 às 01:12:53,14/04/2025 às 01:21:37,14/04/2025 às 02:22:13
7721,33578342296,27/03/2025 às 13:11:56,27/03/2025 às 13:11:56,27/03/2025 às 13:14:44
7722,33581529538,11/03/2025 às 00:29:01,11/03/2025 às 00:29:01,11/03/2025 às 00:48:52
7723,33581689820,17/06/2025 às 12:03:52,17/06/2025 às 12:03:52,17/06/2025 às 12:09:01
7724,33587203279,11/01/2025 às 10:23:03,11/01/2025 às 10:23:03,11/01/2025 às 10:34:51
7725,33587981284,28/02/2025 às 12:04:00,28/02/2025 às 12:04:00,28/02/2025 às 12:22:27
7726,33590236337,28/05/2025 às 10:16:51,28/05/2025 às 10:16:51,28/05/2025 às 10:18:26
7727,33599860255,21/05/2025 às 09:39:56,21/05/2025 às 09:39:56,21/05/2025 às 09:49:08
7728,33601421767,26/02/2025 às 01:03:21,26/02/2025 às 01:03:21,26/02/2025 às 01:05:50
7729,33606579964,09/05/2025 às 04:50:16,09/05/2025 às 04:50:16,09/05/2025 às 04:51:36
7730,33627010943,29/04/2025 às 04:43:25,29/04/2025 às 04:43:25,29/04/2025 às 04:50:45
7731,33630818286,19/05/2025 às 20:14:16,19/05/2025 às 20:14:16,19/05/2025 às 20:15:51
7732,33633931722,11/05/2025 às 15:15:22,11/05/2025 às 15:15:22,11/05/2025 às 15:16:46
7733,33636989835,10/05/2025 às 19:02:34,10/05/2025 às 19:02:34,10/05/2025 às 19:04:02
7734,33638248023,08/03/2025 às 23:40:31,08/03/2025 às 23:40:31,08/03/2025 às 23:48:57
7735,33638248023,15/06/2025 às 18:48:59,15/06/2025 às 18:53:09,15/06/2025 às 19:21:49
7736,33640169965,22/04/2025 às 09:30:01,22/04/2025 às 09:30:01,22/04/2025 às 09:35:27
7737,33649026125,01/06/2025 às 05:51:28,01/06/2025 às 05:51:28,01/06/2025 às 05:55:03
7738,33663941450,09/04/2025 às 00:15:50,09/04/2025 às 00:15:50,09/04/2025 às 00:21:48
7739,33671489925,26/02/2025 às 14:44:19,26/02/2025 às 14:44:19,26/02/2025 às 14:45:58
7740,33685730139,15/05/2025 às 15:00:57,15/05/2025 às 15:00:57,15/05/2025 às 15:05:21
7741,33685730139,11/03/2025 às 04:19:00,11/03/2025 às 04:25:02,11/03/2025 às 04:42:54
7742,33685730139,09/02/2025 às 01:48:32,09/02/2025 às 01:49:40,09/02/2025 às 02:07:09
7743,33685730139,25/05/2025 às 19:58:55,25/05/2025 às 20:02:37,25/05/2025 às 20:17:01
7744,33685730139,18/03/2025 às 15:05:03,18/03/2025 às 15:11:03,18/03/2025 às 15:24:44
7745,33685730139,18/06/2025 às 15:13:03,18/06/2025 às 15:14:28,18/06/2025 às 15:38:49
7746,33685818550,16/06/2025 às 06:35:27,16/06/2025 às 06:35:27,16/06/2025 às 06:42:32
7747,33693517449,30/03/2025 às 22:22:53,30/03/2025 às 22:22:53,30/03/2025 às 22:25:25
7748,33693517449,27/02/2025 às 15:14:27,27/02/2025 às 15:23:35,27/02/2025 às 16:18:35
7749,33693517449,11/03/2025 às 09:44:27,11/03/2025 às 09:57:37,11/03/2025 às 10:36:33
7750,33693517449,16/02/2025 às 05:18:25,16/02/2025 às 05:24:24,16/02/2025 às 05:51:32
7751,33693517449,17/04/2025 às 05:41:29,17/04/2025 às 05:47:09,17/04/2025 às 07:04:41
7752,33693517449,23/05/2025 às 02:46:18,23/05/2025 às 02:58:24,23/05/2025 às 03:56:32
7753,33699173215,14/05/2025 às 13:33:26,14/05/2025 às 13:33:26,14/05/2025 às 13:38:32
7754,33702985834,05/02/2025 às 16:13:51,05/02/2025 às 16:13:51,05/02/2025 às 16:20:03
7755,33705679301,18/03/2025 às 15:48:42,18/03/2025 às 15:48:42,18/03/2025 às 15:49:52
7756,33706111574,05/03/2025 às 21:08:10,05/03/2025 às 21:08:10,05/03/2025 às 21:09:16
7757,33718666371,27/05/2025 às 20:33:30,27/05/2025 às 20:33:30,27/05/2025 às 20:36:56
7758,33724970473,17/03/2025 às 05:38:57,17/03/2025 às 05:38:57,17/03/2025 às 05:40:34
7759,33731820937,29/05/2025 às 21:46:46,29/05/2025 às 21:46:46,29/05/2025 às 22:02:37
7760,33732089076,18/06/2025 às 09:44:56,18/06/2025 às 09:44:56,18/06/2025 às 09:46:07
7761,33732693050,28/05/2025 às 06:59:30,28/05/2025 às 06:59:30,28/05/2025 às 07:05:48
7762,33737519362,18/02/2025 às 19:31:20,18/02/2025 às 19:31:20,18/02/2025 às 19:39:39
7763,33737519362,29/03/2025 às 05:00:45,29/03/2025 às 05:05:55,29/03/2025 às 05:15:16
7764,33737519362,13/06/2025 às 09:53:38,13/06/2025 às 10:05:41,13/06/2025 às 10:32:33
7765,33737519362,06/02/2025 às 10:42:01,06/02/2025 às 10:55:43,06/02/2025 às 11:20:11
7766,33738359511,22/06/2025 às 08:28:37,22/06/2025 às 08:28:37,22/06/2025 às 08:37:06
7767,33741905535,27/02/2025 às 20:52:40,27/02/2025 às 20:52:40,27/02/2025 às 21:05:56
7768,33741905535,08/03/2025 às 15:14:03,08/03/2025 às 15:19:25,08/03/2025 às 15:32:21
7769,33745213168,18/04/2025 às 01:00:15,18/04/2025 às 01:00:15,18/04/2025 às 01:02:09
7770,33746150162,08/02/2025 às 07:12:06,08/02/2025 às 07:12:06,08/02/2025 às 07:13:08
7771,33747338935,02/03/2025 às 10:06:04,02/03/2025 às 10:06:04,02/03/2025 às 10:10:47
7772,33750654480,19/01/2025 às 08:37:13,19/01/2025 às 08:37:13,19/01/2025 às 08:42:46
7773,33753268583,07/06/2025 às 16:46:10,07/06/2025 às 16:46:10,07/06/2025 às 16:52:46
7774,33762248445,16/04/2025 às 17:47:10,16/04/2025 às 17:47:10,16/04/2025 às 17:55:36
7775,33766168127,07/02/2025 às 16:13:54,07/02/2025 às 16:13:54,07/02/2025 às 16:27:29
7776,33768140822,29/03/2025 às 17:06:00,29/03/2025 às 17:06:00,29/03/2025 às 17:13:20
7777,33769501816,08/02/2025 às 23:02:27,08/02/2025 às 23:02:27,08/02/2025 às 23:12:04
7778,33770959108,01/03/2025 às 06:37:44,01/03/2025 às 06:37:44,01/03/2025 às 06:38:43
7779,33775261568,16/02/2025 às 12:32:39,16/02/2025 às 12:32:39,16/02/2025 às 12:43:46
7780,33778252637,20/03/2025 às 04:12:43,20/03/2025 às 04:12:43,20/03/2025 às 04:13:58
7781,33780109578,12/01/2025 às 21:30:57,12/01/2025 às 21:30:57,12/01/2025 às 21:36:18
7782,33783568341,07/04/2025 às 03:45:11,07/04/2025 às 03:45:11,07/04/2025 às 03:49:06
7783,33791184323,11/05/2025 às 23:53:59,11/05/2025 às 23:53:59,12/05/2025 às 00:02:34
7784,33793715132,18/02/2025 às 00:08:23,18/02/2025 às 00:08:23,18/02/2025 às 00:10:03
7785,33798237401,07/04/2025 às 14:07:34,07/04/2025 às 14:07:34,07/04/2025 às 14:14:01
7786,33801642929,16/05/2025 às 06:24:54,16/05/2025 às 06:24:54,16/05/2025 às 06:26:35
7787,33801642929,06/01/2025 às 23:09:44,06/01/2025 às 23:17:39,07/01/2025 às 00:06:24
7788,33806117564,22/01/2025 às 22:15:44,22/01/2025 às 22:15:44,22/01/2025 às 22:17:00
7789,33806117564,02/03/2025 às 06:04:32,02/03/2025 às 06:10:11,02/03/2025 às 07:07:38
7790,33806117564,01/06/2025 às 07:50:36,01/06/2025 às 08:06:11,01/06/2025 às 08:47:51
7791,33806117564,11/04/2025 às 17:24:25,11/04/2025 às 17:33:47,11/04/2025 às 18:01:51
7792,33806117564,20/06/2025 às 18:34:45,20/06/2025 às 18:54:22,20/06/2025 às 19:58:38
7793,33806117564,02/03/2025 às 20:31:51,02/03/2025 às 20:43:31,02/03/2025 às 22:02:11
7794,33817467660,03/06/2025 às 11:44:12,03/06/2025 às 11:44:12,03/06/2025 às 12:01:17
7795,33822048892,10/01/2025 às 22:37:31,10/01/2025 às 22:37:31,10/01/2025 às 22:48:02
7796,33826350805,28/06/2025 às 20:37:17,28/06/2025 às 20:37:17,28/06/2025 às 20:49:33
7797,33827372560,16/06/2025 às 12:18:51,16/06/2025 às 12:18:51,16/06/2025 às 12:24:49
7798,33827405855,18/05/2025 às 00:18:41,18/05/2025 às 00:18:41,18/05/2025 às 00:19:54
7799,33829399181,05/01/2025 às 18:19:40,05/01/2025 às 18:19:40,05/01/2025 às 18:37:01
7800,33829399181,13/01/2025 às 09:36:59,13/01/2025 às 09:38:37,13/01/2025 às 10:21:55
7801,33829399181,10/04/2025 às 22:00:57,10/04/2025 às 22:06:34,10/04/2025 às 23:11:30
7802,33829399181,10/06/2025 às 19:05:47,10/06/2025 às 19:13:30,10/06/2025 às 19:40:26
7803,33829399181,09/04/2025 às 11:27:25,09/04/2025 às 11:33:24,09/04/2025 às 12:07:36
7804,33829399181,15/06/2025 às 21:00:47,15/06/2025 às 21:14:57,15/06/2025 às 22:17:21
7805,33835136279,26/04/2025 às 05:36:49,26/04/2025 às 05:36:49,26/04/2025 às 05:38:13
7806,33835844644,08/05/2025 às 12:51:13,08/05/2025 às 12:51:13,08/05/2025 às 13:00:41
7807,33835844644,13/04/2025 às 22:35:00,13/04/2025 às 22:36:40,13/04/2025 às 23:00:13
7808,33838098779,18/04/2025 às 08:05:23,18/04/2025 às 08:05:23,18/04/2025 às 08:08:07
7809,33838414763,26/05/2025 às 23:04:54,26/05/2025 às 23:04:54,26/05/2025 às 23:06:16
7810,33841996242,21/04/2025 às 01:26:48,21/04/2025 às 01:26:48,21/04/2025 às 01:27:53
7811,33841996242,11/01/2025 às 20:41:35,11/01/2025 às 20:45:31,11/01/2025 às 21:12:43
7812,33841996242,30/03/2025 às 22:10:48,30/03/2025 às 22:20:58,30/03/2025 às 22:46:25
7813,33843991286,22/06/2025 às 04:27:03,22/06/2025 às 04:27:03,22/06/2025 às 04:32:49
7814,33844133417,06/03/2025 às 15:52:50,06/03/2025 às 15:52:50,06/03/2025 às 16:06:53
7815,33844133417,14/01/2025 às 11:22:54,14/01/2025 às 11:32:51,14/01/2025 às 12:07:35
7816,33844133417,22/06/2025 às 03:43:04,22/06/2025 às 03:56:14,22/06/2025 às 04:50:35
7817,33844240869,14/04/2025 às 10:29:05,14/04/2025 às 10:29:05,14/04/2025 às 10:42:24
7818,33844240869,18/05/2025 às 00:35:24,18/05/2025 às 00:41:49,18/05/2025 às 01:38:16
7819,33852188286,13/01/2025 às 22:05:04,13/01/2025 às 22:05:04,13/01/2025 às 22:09:03
7820,33852188286,19/06/2025 às 21:49:38,19/06/2025 às 21:51:40,19/06/2025 às 22:17:11
7821,33852987873,18/02/2025 às 13:05:00,18/02/2025 às 13:05:00,18/02/2025 às 13:05:40
7822,33858661229,15/02/2025 às 21:12:19,15/02/2025 às 21:12:19,15/02/2025 às 21:27:04
7823,33858661229,08/03/2025 às 22:58:24,08/03/2025 às 23:06:31,08/03/2025 às 23:41:10
7824,33865862858,21/02/2025 às 15:04:38,21/02/2025 às 15:04:38,21/02/2025 às 15:10:29
7825,33870337015,31/05/2025 às 00:49:51,31/05/2025 às 00:49:51,31/05/2025 às 01:00:28
7826,33871147404,18/02/2025 às 17:16:10,18/02/2025 às 17:16:10,18/02/2025 às 17:28:15
7827,33871147404,13/03/2025 às 18:19:36,13/03/2025 às 18:29:20,13/03/2025 às 18:54:57
7828,33871147404,29/03/2025 às 18:42:27,29/03/2025 às 18:46:04,29/03/2025 às 19:06:59
7829,33873322239,31/01/2025 às 21:56:39,31/01/2025 às 21:56:39,31/01/2025 às 21:57:47
7830,33876584440,13/06/2025 às 17:44:36,13/06/2025 às 17:44:36,13/06/2025 às 17:51:53
7831,33877298960,12/06/2025 às 21:58:19,12/06/2025 às 21:58:19,12/06/2025 às 21:59:48
7832,33881464135,22/05/2025 às 00:05:58,22/05/2025 às 00:05:58,22/05/2025 às 00:18:49
7833,33881464135,17/06/2025 às 08:24:18,17/06/2025 às 08:31:41,17/06/2025 às 08:56:41
7834,33881464135,25/02/2025 às 22:00:56,25/02/2025 às 22:13:25,25/02/2025 às 23:18:21
7835,33881464135,01/05/2025 às 01:33:22,01/05/2025 às 01:41:35,01/05/2025 às 02:40:39
7836,33881464135,11/02/2025 às 16:34:28,11/02/2025 às 16:50:31,11/02/2025 às 17:34:19
7837,33881464135,09/02/2025 às 10:41:00,09/02/2025 às 10:56:08,09/02/2025 às 12:14:48
7838,33893703767,23/05/2025 às 01:32:33,23/05/2025 às 01:32:33,23/05/2025 às 01:37:11
7839,33899159377,26/03/2025 às 22:40:47,26/03/2025 às 22:40:47,26/03/2025 às 22:51:49
7840,33906383987,11/01/2025 às 10:00:55,11/01/2025 às 10:00:55,11/01/2025 às 10:06:45
7841,33907476125,28/02/2025 às 11:39:05,28/02/2025 às 11:39:05,28/02/2025 às 11:42:18
7842,33913948799,30/03/2025 às 02:36:48,30/03/2025 às 02:36:48,30/03/2025 às 02:51:26
7843,33913948799,05/01/2025 às 10:07:31,05/01/2025 às 10:07:55,05/01/2025 às 10:40:40
7844,33913948799,24/01/2025 às 09:33:32,24/01/2025 às 09:39:15,24/01/2025 às 09:58:18
7845,33918467116,07/06/2025 às 09:33:37,07/06/2025 às 09:33:37,07/06/2025 às 09:40:38
7846,33919500122,10/03/2025 às 12:13:02,10/03/2025 às 12:13:02,10/03/2025 às 12:16:06
7847,33929813203,15/01/2025 às 00:54:07,15/01/2025 às 00:54:07,15/01/2025 às 00:55:20
7848,33931494418,21/01/2025 às 12:53:55,21/01/2025 às 12:53:55,21/01/2025 às 12:55:08
7849,33933122588,08/06/2025 às 06:18:40,08/06/2025 às 06:18:40,08/06/2025 às 06:22:10
7850,33933122588,06/05/2025 às 01:54:19,06/05/2025 às 01:56:31,06/05/2025 às 02:05:56
7851,33960159806,05/02/2025 às 07:26:52,05/02/2025 às 07:26:52,05/02/2025 às 07:34:43
7852,33960561046,27/05/2025 às 15:12:31,27/05/2025 às 15:12:31,27/05/2025 às 15:14:50
7853,33966196315,15/01/2025 às 14:42:38,15/01/2025 às 14:42:38,15/01/2025 às 14:46:55
7854,33966342385,31/01/2025 às 18:57:03,31/01/2025 às 18:57:03,31/01/2025 às 19:06:01
7855,33966812477,02/02/2025 às 21:52:06,02/02/2025 às 21:52:06,02/02/2025 às 21:57:47
7856,33967076974,24/05/2025 às 08:06:31,24/05/2025 às 08:06:31,24/05/2025 às 08:07:56
7857,33968081696,23/06/2025 às 22:18:59,23/06/2025 às 22:18:59,23/06/2025 às 22:37:31
7858,33968084854,18/05/2025 às 00:52:07,18/05/2025 às 00:52:07,18/05/2025 às 00:54:00
7859,33974533605,16/03/2025 às 09:59:36,16/03/2025 às 09:59:36,16/03/2025 às 10:04:18
7860,33977890246,19/02/2025 às 22:15:01,19/02/2025 às 22:15:01,19/02/2025 às 22:22:54
7861,33981531906,08/03/2025 às 13:00:47,08/03/2025 às 13:00:47,08/03/2025 às 13:05:52
7862,33981531906,02/05/2025 às 01:17:52,02/05/2025 às 01:21:14,02/05/2025 às 01:38:32
7863,33981531906,02/05/2025 às 09:23:15,02/05/2025 às 09:33:01,02/05/2025 às 10:52:13
7864,33981531906,29/06/2025 às 15:44:17,29/06/2025 às 16:01:56,29/06/2025 às 16:47:12
7865,33981642293,11/03/2025 às 19:40:42,11/03/2025 às 19:40:42,11/03/2025 às 19:42:33
7866,33981642293,29/06/2025 às 03:05:52,29/06/2025 às 03:12:42,29/06/2025 às 04:10:42
7867,33981642293,23/03/2025 às 23:46:32,23/03/2025 às 23:53:40,24/03/2025 às 00:14:12
7868,33981642293,24/06/2025 às 17:29:36,24/06/2025 às 17:37:01,24/06/2025 às 18:42:09
7869,33981642293,13/04/2025 às 13:49:35,13/04/2025 às 14:06:23,13/04/2025 às 14:39:51
7870,33981642293,25/06/2025 às 03:57:43,25/06/2025 às 04:17:31,25/06/2025 às 05:13:11
7871,33982552018,24/04/2025 às 10:12:05,24/04/2025 às 10:12:05,24/04/2025 às 10:13:34
7872,33991749595,18/04/2025 às 07:59:44,18/04/2025 às 07:59:44,18/04/2025 às 08:02:08
7873,33994872424,26/04/2025 às 12:46:33,26/04/2025 às 12:46:33,26/04/2025 às 12:49:04
7874,34010321139,17/04/2025 às 11:00:46,17/04/2025 às 11:00:46,17/04/2025 às 11:04:49
7875,34031959773,16/05/2025 às 11:23:27,16/05/2025 às 11:23:27,16/05/2025 às 11:29:00
7876,34037590120,14/02/2025 às 13:17:07,14/02/2025 às 13:17:07,14/02/2025 às 13:25:11
7877,34039623139,11/06/2025 às 00:59:51,11/06/2025 às 00:59:51,11/06/2025 às 01:02:49
7878,34043048617,06/01/2025 às 17:10:11,06/01/2025 às 17:10:11,06/01/2025 às 17:15:54
7879,34043048617,08/02/2025 às 21:11:31,08/02/2025 às 21:13:44,08/02/2025 às 21:33:16
7880,34043048617,20/01/2025 às 03:37:58,20/01/2025 às 03:51:55,20/01/2025 às 04:15:53
7881,34043048617,12/05/2025 às 02:42:30,12/05/2025 às 02:47:47,12/05/2025 às 03:26:25
7882,34044268282,30/01/2025 às 11:53:41,30/01/2025 às 11:53:41,30/01/2025 às 11:55:31
7883,34046706747,28/06/2025 às 03:33:51,28/06/2025 às 03:33:51,28/06/2025 às 03:35:12
7884,34062974561,10/04/2025 às 19:57:21,10/04/2025 às 19:57:21,10/04/2025 às 20:03:36
7885,34065073473,27/02/2025 às 18:34:12,27/02/2025 às 18:34:12,27/02/2025 às 18:41:34
7886,34067684044,04/01/2025 às 10:15:26,04/01/2025 às 10:15:26,04/01/2025 às 10:24:58
7887,34075690297,24/05/2025 às 16:06:34,24/05/2025 às 16:06:34,24/05/2025 às 16:23:02
7888,34075690297,04/02/2025 às 23:59:44,05/02/2025 às 00:03:00,05/02/2025 às 00:36:27
7889,34076234978,08/02/2025 às 04:37:31,08/02/2025 às 04:37:31,08/02/2025 às 04:46:22
7890,34080915484,23/02/2025 às 05:43:32,23/02/2025 às 05:43:32,23/02/2025 às 05:48:03
7891,34094131434,11/02/2025 às 17:28:07,11/02/2025 às 17:28:07,11/02/2025 às 17:38:00
7892,34105125861,16/02/2025 às 04:01:50,16/02/2025 às 04:01:50,16/02/2025 às 04:15:16
7893,34105125861,03/01/2025 às 21:03:30,03/01/2025 às 21:03:56,03/01/2025 às 21:59:29
7894,34105125861,04/06/2025 às 09:17:19,04/06/2025 às 09:28:43,04/06/2025 às 09:52:03
7895,34105125861,07/06/2025 às 07:18:09,07/06/2025 às 07:33:28,07/06/2025 às 08:51:48
7896,34105125861,20/06/2025 às 18:34:50,20/06/2025 às 18:49:34,20/06/2025 às 19:36:18
7897,34105125861,27/01/2025 às 06:15:51,27/01/2025 às 06:23:06,27/01/2025 às 07:18:18
7898,34116242367,08/05/2025 às 17:09:28,08/05/2025 às 17:09:28,08/05/2025 às 17:09:59
7899,34116700439,07/04/2025 às 04:33:59,07/04/2025 às 04:33:59,07/04/2025 às 04:45:23
7900,34116772417,10/05/2025 às 08:41:12,10/05/2025 às 08:41:12,10/05/2025 às 08:47:24
7901,34119435151,27/06/2025 às 02:34:37,27/06/2025 às 02:34:37,27/06/2025 às 02:39:53
7902,34120881114,23/03/2025 às 08:16:03,23/03/2025 às 08:16:03,23/03/2025 às 08:35:53
7903,34120881114,22/06/2025 às 01:21:18,22/06/2025 às 01:24:12,22/06/2025 às 01:40:09
7904,34121230703,04/06/2025 às 17:07:00,04/06/2025 às 17:07:00,04/06/2025 às 17:09:35
7905,34121430779,24/04/2025 às 10:24:29,24/04/2025 às 10:24:29,24/04/2025 às 10:25:56
7906,34122608465,23/02/2025 às 00:24:36,23/02/2025 às 00:24:36,23/02/2025 às 00:30:11
7907,34139439278,06/02/2025 às 15:41:53,06/02/2025 às 15:41:53,06/02/2025 às 15:45:15
7908,34142656190,01/04/2025 às 08:44:31,01/04/2025 às 08:44:31,01/04/2025 às 08:46:02
7909,34145616900,19/05/2025 às 23:56:11,19/05/2025 às 23:56:11,20/05/2025 às 00:04:28
7910,34148651029,17/04/2025 às 21:58:23,17/04/2025 às 21:58:23,17/04/2025 às 21:59:54
7911,34152816432,01/05/2025 às 13:27:38,01/05/2025 às 13:27:38,01/05/2025 às 13:30:01
7912,34154973654,12/05/2025 às 21:56:07,12/05/2025 às 21:56:07,12/05/2025 às 22:05:21
7913,34154998429,28/02/2025 às 20:22:14,28/02/2025 às 20:22:14,28/02/2025 às 20:28:22
7914,34157048789,03/04/2025 às 23:35:58,03/04/2025 às 23:35:58,03/04/2025 às 23:39:52
7915,34157048789,13/01/2025 às 17:57:11,13/01/2025 às 17:59:42,13/01/2025 às 18:34:21
7916,34159042241,16/04/2025 às 07:48:46,16/04/2025 às 07:48:46,16/04/2025 às 07:56:01
7917,34180283391,23/04/2025 às 21:15:52,23/04/2025 às 21:15:52,23/04/2025 às 21:17:11
7918,34180283391,01/02/2025 às 11:47:00,01/02/2025 às 11:50:10,01/02/2025 às 12:18:29
7919,34180283391,24/01/2025 às 04:50:42,24/01/2025 às 04:56:23,24/01/2025 às 05:14:00
7920,34180283391,04/03/2025 às 08:04:40,04/03/2025 às 08:08:53,04/03/2025 às 08:17:50
7921,34180283391,25/03/2025 às 15:58:42,25/03/2025 às 16:05:12,25/03/2025 às 16:18:06
7922,34180283391,11/05/2025 às 03:15:29,11/05/2025 às 03:23:52,11/05/2025 às 03:41:58
7923,34183503471,09/01/2025 às 22:53:05,09/01/2025 às 22:53:05,09/01/2025 às 23:03:01
7924,34183503471,15/01/2025 às 17:02:47,15/01/2025 às 17:07:36,15/01/2025 às 17:25:52
7925,34183503471,29/06/2025 às 00:31:41,29/06/2025 às 00:32:25,29/06/2025 às 00:55:05
7926,34183503471,08/01/2025 às 21:27:46,08/01/2025 às 21:30:39,08/01/2025 às 21:54:56
7927,34183503471,17/02/2025 às 04:09:00,17/02/2025 às 04:15:38,17/02/2025 às 04:32:52
7928,34183503471,13/06/2025 às 00:43:12,13/06/2025 às 00:45:29,13/06/2025 às 01:03:38
7929,34186069870,01/06/2025 às 20:59:11,01/06/2025 às 20:59:11,01/06/2025 às 21:03:02
7930,34186069870,18/04/2025 às 06:58:06,18/04/2025 às 07:04:04,18/04/2025 às 07:58:28
7931,34186816560,23/01/2025 às 14:24:47,23/01/2025 às 14:24:47,23/01/2025 às 14:32:26
7932,34205203134,25/06/2025 às 02:16:21,25/06/2025 às 02:16:21,25/06/2025 às 02:32:31
7933,34207960664,13/06/2025 às 08:23:25,13/06/2025 às 08:23:25,13/06/2025 às 08:24:59
7934,34208989023,19/05/2025 às 22:06:19,19/05/2025 às 22:06:19,19/05/2025 às 22:07:13
7935,34208989023,13/04/2025 às 19:16:09,13/04/2025 às 19:17:35,13/04/2025 às 19:37:44
7936,34208989023,08/06/2025 às 16:23:15,08/06/2025 às 16:34:58,08/06/2025 às 16:59:40
7937,34208989023,06/05/2025 às 19:51:52,06/05/2025 às 20:11:27,06/05/2025 às 20:21:53
7938,34210797623,19/02/2025 às 22:02:14,19/02/2025 às 22:02:14,19/02/2025 às 22:05:01
7939,34214301643,02/04/2025 às 16:56:09,02/04/2025 às 16:56:09,02/04/2025 às 17:05:35
7940,34214460561,20/01/2025 às 23:12:13,20/01/2025 às 23:12:13,20/01/2025 às 23:14:05
7941,34219557683,22/04/2025 às 08:35:15,22/04/2025 às 08:35:15,22/04/2025 às 08:42:25
7942,34219557683,09/06/2025 às 19:54:13,09/06/2025 às 19:59:50,09/06/2025 às 20:10:35
7943,34221814063,29/04/2025 às 00:26:09,29/04/2025 às 00:26:09,29/04/2025 às 00:35:03
7944,34221814063,13/03/2025 às 07:51:14,13/03/2025 às 08:01:04,13/03/2025 às 08:36:37
7945,34221814063,03/05/2025 às 15:57:17,03/05/2025 às 16:13:22,03/05/2025 às 16:30:01
7946,34221814063,06/02/2025 às 14:50:58,06/02/2025 às 15:00:27,06/02/2025 às 15:25:18
7947,34221814063,16/02/2025 às 07:05:47,16/02/2025 às 07:15:00,16/02/2025 às 07:47:03
7948,34221814063,07/04/2025 às 23:04:01,07/04/2025 às 23:21:11,07/04/2025 às 23:44:56
7949,34221814063,11/05/2025 às 14:05:40,11/05/2025 às 14:16:48,11/05/2025 às 15:14:15
7950,34221814063,26/05/2025 às 08:10:47,26/05/2025 às 08:24:06,26/05/2025 às 08:49:24
7951,34224260790,31/01/2025 às 12:44:02,31/01/2025 às 12:44:02,31/01/2025 às 12:51:09
7952,34230018650,28/02/2025 às 05:14:07,28/02/2025 às 05:14:07,28/02/2025 às 05:18:40
7953,34232268248,25/01/2025 às 02:51:40,25/01/2025 às 02:51:40,25/01/2025 às 02:52:35
7954,34234382059,18/01/2025 às 01:09:58,18/01/2025 às 01:09:58,18/01/2025 às 01:11:45
7955,34234382059,04/02/2025 às 07:19:51,04/02/2025 às 07:29:30,04/02/2025 às 07:44:44
7956,34236677173,26/04/2025 às 17:53:09,26/04/2025 às 17:53:09,26/04/2025 às 18:00:14
7957,34254680996,30/01/2025 às 11:16:18,30/01/2025 às 11:16:18,30/01/2025 às 11:16:57
7958,34263115199,25/01/2025 às 06:09:58,25/01/2025 às 06:09:58,25/01/2025 às 06:11:02
7959,34263522116,09/02/2025 às 04:31:58,09/02/2025 às 04:31:58,09/02/2025 às 04:45:40
7960,34263522116,31/03/2025 às 10:53:31,31/03/2025 às 10:56:49,31/03/2025 às 11:42:46
7961,34264269484,12/01/2025 às 22:50:28,12/01/2025 às 22:50:28,12/01/2025 às 22:54:30
7962,34267519147,13/02/2025 às 18:34:15,13/02/2025 às 18:34:15,13/02/2025 às 18:45:01
7963,34267519147,01/06/2025 às 19:26:05,01/06/2025 às 19:30:35,01/06/2025 às 20:07:44
7964,34267519147,06/01/2025 às 10:21:14,06/01/2025 às 10:39:57,06/01/2025 às 11:09:49
7965,34267519147,06/06/2025 às 11:54:54,06/06/2025 às 12:08:56,06/06/2025 às 13:22:24
7966,34267519147,23/01/2025 às 08:39:22,23/01/2025 às 08:45:18,23/01/2025 às 09:43:06
7967,34267519147,24/01/2025 às 15:03:27,24/01/2025 às 15:21:02,24/01/2025 às 16:35:14
7968,34269941270,05/05/2025 às 13:33:40,05/05/2025 às 13:33:40,05/05/2025 às 13:50:27
7969,34276703356,30/04/2025 às 01:49:33,30/04/2025 às 01:49:33,30/04/2025 às 02:07:46
7970,34276703356,18/05/2025 às 14:47:47,18/05/2025 às 14:48:19,18/05/2025 às 15:31:19
7971,34276703356,02/06/2025 às 20:25:18,02/06/2025 às 20:31:04,02/06/2025 às 21:46:48
