id_custo,id_chamado,custo
6955,29926,"0,01386646"
6956,29529,"0,01386985"
6957,7436,"0,01387306"
6958,6042,"0,01387779"
6959,25225,"0,01387834"
6960,11915,"0,01388092"
6961,18691,"0,01388790"
6962,25583,"0,01388794"
6963,25853,"0,01389099"
6964,29216,"0,01389561"
6965,26352,"0,01390039"
6966,7596,"0,01390232"
6967,20018,"0,01391140"
6968,978,"0,01391422"
6969,24289,"0,01392776"
6970,4934,"0,01392981"
6971,271,"0,01393156"
6972,9758,"0,01393374"
6973,14658,"0,01393413"
6974,22986,"0,01393806"
6975,12362,"0,01394179"
6976,26416,"0,01394619"
6977,12443,"0,01394729"
6978,81,"0,01395163"
6979,17139,"0,01395444"
6980,10530,"0,01395507"
6981,20299,"0,01396152"
6982,14646,"0,01396964"
6983,6627,"0,01397213"
6984,11967,"0,01397216"
6985,1247,"0,01397391"
6986,16689,"0,01397718"
6987,8453,"0,01398161"
6988,9740,"0,01398330"
6989,24213,"0,01398384"
6990,29111,"0,01398644"
6991,21938,"0,01398882"
6992,17708,"0,01399152"
6993,23914,"0,01399249"
6994,29555,"0,01399518"
6995,8962,"0,01399676"
6996,13042,"0,01399919"
6997,2235,"0,01399999"
6998,29679,"0,01400016"
6999,1504,"0,01400182"
7000,12560,"0,01400787"
7001,5840,"0,01400826"
7002,5536,"0,01401047"
7003,11577,"0,01401597"
7004,3395,"0,01401603"
7005,7413,"0,01401863"
7006,15296,"0,01402007"
7007,14850,"0,01402400"
7008,272,"0,01402901"
7009,20567,"0,01402957"
7010,9918,"0,01403248"
7011,17589,"0,01403353"
7012,1008,"0,01403375"
7013,2383,"0,01404193"
7014,70,"0,01404288"
7015,24640,"0,01404781"
7016,25751,"0,01405141"
7017,8957,"0,01405210"
7018,12860,"0,01405223"
7019,104,"0,01405248"
7020,24620,"0,01405873"
7021,7301,"0,01406000"
7022,5670,"0,01406141"
7023,5664,"0,01406188"
7024,19585,"0,01406383"
7025,13908,"0,01407271"
7026,289,"0,01407439"
7027,15141,"0,01407546"
7028,19012,"0,01407699"
7029,27108,"0,01407736"
7030,6744,"0,01407759"
7031,25540,"0,01407820"
7032,22062,"0,01408389"
7033,10708,"0,01408547"
7034,12472,"0,01409095"
7035,23609,"0,01409275"
7036,18410,"0,01409287"
7037,10740,"0,01409805"
7038,9064,"0,01410330"
7039,5262,"0,01410747"
7040,20807,"0,01411251"
7041,8070,"0,01411673"
7042,19410,"0,01412006"
7043,18633,"0,01412049"
7044,20221,"0,01412070"
7045,6489,"0,01412213"
7046,15144,"0,01412213"
7047,12956,"0,01412546"
7048,2952,"0,01412781"
7049,946,"0,01412823"
7050,100,"0,01413073"
7051,1041,"0,01413123"
7052,9779,"0,01413309"
7053,8768,"0,01413336"
7054,24608,"0,01413607"
7055,1537,"0,01414035"
7056,13903,"0,01414411"
7057,2244,"0,01414665"
7058,25710,"0,01414733"
7059,26192,"0,01415610"
7060,1229,"0,01415615"
7061,21083,"0,01415633"
7062,15528,"0,01415841"
7063,13440,"0,01415931"
7064,17753,"0,01415943"
7065,8965,"0,01416013"
7066,17797,"0,01416081"
7067,24494,"0,01416186"
7068,20505,"0,01416502"
7069,22151,"0,01416611"
7070,22456,"0,01416843"
7071,9061,"0,01416914"
7072,20195,"0,01417069"
7073,21026,"0,01417080"
7074,25532,"0,01417140"
7075,18453,"0,01417148"
7076,19719,"0,01417505"
7077,11559,"0,01417784"
7078,21426,"0,01418047"
7079,16122,"0,01418161"
7080,24917,"0,01418464"
7081,5623,"0,01418698"
7082,1523,"0,01418706"
7083,9513,"0,01420533"
7084,24327,"0,01421361"
7085,4730,"0,01421762"
7086,24590,"0,01421942"
7087,14906,"0,01421975"
7088,3342,"0,01422073"
7089,9261,"0,01422369"
7090,24207,"0,01422755"
7091,1538,"0,01423301"
7092,18199,"0,01423464"
7093,5587,"0,01424680"
7094,28692,"0,01425134"
7095,27087,"0,01425948"
7096,23564,"0,01426079"
7097,27069,"0,01426115"
7098,2088,"0,01426987"
7099,25924,"0,01427574"
7100,21922,"0,01428402"
7101,12058,"0,01428623"
7102,21859,"0,01428786"
7103,6808,"0,01429535"
7104,4929,"0,01429700"
7105,27147,"0,01429828"
7106,7460,"0,01430106"
7107,23102,"0,01430463"
7108,6289,"0,01430561"
7109,1859,"0,01430940"
7110,14288,"0,01431161"
7111,24268,"0,01431299"
7112,2487,"0,01431310"
7113,1056,"0,01431438"
7114,29535,"0,01431758"
7115,4790,"0,01431766"
7116,1079,"0,01431909"
7117,13432,"0,01431942"
7118,3914,"0,01432336"
7119,8381,"0,01432840"
7120,26179,"0,01433198"
7121,9976,"0,01433220"
7122,21501,"0,01433263"
7123,9817,"0,01433681"
7124,5115,"0,01433932"
7125,13234,"0,01434457"
7126,5686,"0,01434483"
7127,15048,"0,01434823"
7128,2325,"0,01435240"
7129,27215,"0,01435534"
7130,18299,"0,01436482"
7131,17831,"0,01436627"
7132,20667,"0,01436798"
7133,23264,"0,01437014"
7134,7466,"0,01437059"
7135,10136,"0,01437527"
7136,21721,"0,01437714"
7137,25354,"0,01438228"
7138,19105,"0,01439414"
7139,5709,"0,01440250"
7140,2536,"0,01440809"
7141,4469,"0,01440986"
7142,14282,"0,01441367"
7143,28837,"0,01441564"
7144,23281,"0,01441741"
7145,28586,"0,01442246"
7146,12924,"0,01442401"
7147,21309,"0,01442504"
7148,16146,"0,01443045"
7149,1023,"0,01443388"
7150,27984,"0,01443801"
7151,25646,"0,01444025"
7152,16213,"0,01445763"
7153,19082,"0,01445838"
7154,7526,"0,01446524"
7155,28650,"0,01446525"
7156,4471,"0,01446599"
7157,7003,"0,01447184"
7158,1136,"0,01448028"
7159,2231,"0,01448716"
7160,7088,"0,01448744"
7161,27058,"0,01448757"
7162,15893,"0,01449046"
7163,1735,"0,01449424"
7164,23871,"0,01449508"
7165,25217,"0,01449812"
7166,1879,"0,01450577"
7167,21904,"0,01451208"
7168,2157,"0,01451340"
7169,10410,"0,01451625"
7170,18295,"0,01452790"
7171,4455,"0,01452939"
7172,19589,"0,01453009"
7173,1690,"0,01453013"
7174,3988,"0,01453137"
7175,21733,"0,01453387"
7176,20841,"0,01453742"
7177,10144,"0,01453941"
7178,18745,"0,01454157"
7179,12356,"0,01454564"
7180,23975,"0,01454860"
7181,17406,"0,01454912"
7182,7849,"0,01455089"
7183,28471,"0,01455153"
7184,2755,"0,01455211"
7185,9738,"0,01455662"
7186,16576,"0,01456016"
7187,14802,"0,01456072"
7188,7503,"0,01456224"
7189,879,"0,01456390"
7190,14691,"0,01457205"
7191,11169,"0,01457360"
7192,12689,"0,01457706"
7193,23153,"0,01457950"
7194,26831,"0,01458278"
7195,18653,"0,01458637"
7196,28674,"0,01458779"
7197,7102,"0,01459186"
7198,11096,"0,01459230"
7199,9861,"0,01459602"
7200,26114,"0,01459608"
7201,24539,"0,01460161"
7202,18364,"0,01460206"
7203,17638,"0,01461155"
7204,20682,"0,01461270"
7205,20230,"0,01461427"
7206,14826,"0,01462209"
7207,7858,"0,01462210"
7208,1539,"0,01462399"
7209,8978,"0,01462583"
7210,7938,"0,01462828"
7211,12653,"0,01463237"
7212,7733,"0,01463486"
7213,3570,"0,01463664"
7214,26422,"0,01463778"
7215,17347,"0,01464080"
7216,13601,"0,01464770"
7217,19989,"0,01464951"
7218,2965,"0,01465101"
7219,18089,"0,01465344"
7220,20002,"0,01465444"
7221,14183,"0,01465694"
7222,9816,"0,01465781"
7223,3376,"0,01466063"
7224,18420,"0,01466116"
7225,15212,"0,01466340"
7226,20242,"0,01466813"
7227,1522,"0,01466933"
7228,972,"0,01466949"
7229,1117,"0,01467050"
7230,21486,"0,01467220"
7231,20846,"0,01467287"
7232,292,"0,01467761"
7233,24206,"0,01467763"
7234,27827,"0,01467808"
7235,16661,"0,01467999"
7236,12395,"0,01468236"
7237,26685,"0,01468361"
7238,13591,"0,01468398"
7239,15148,"0,01468474"
7240,4184,"0,01468806"
7241,16612,"0,01468832"
7242,14427,"0,01469003"
7243,10299,"0,01469024"
7244,23094,"0,01469874"
7245,4202,"0,01469958"
7246,28920,"0,01469987"
7247,16993,"0,01470101"
7248,3134,"0,01470212"
7249,26034,"0,01470233"
7250,24912,"0,01470707"
7251,25629,"0,01470842"
7252,14731,"0,01471296"
7253,9047,"0,01471540"
7254,5392,"0,01471600"
7255,29231,"0,01471787"
7256,5411,"0,01471912"
7257,1336,"0,01472011"
7258,28913,"0,01472512"
7259,17610,"0,01472573"
7260,10641,"0,01472820"
7261,26300,"0,01473600"
7262,26365,"0,01473801"
7263,27959,"0,01474910"
7264,7917,"0,01475207"
7265,27233,"0,01475551"
7266,2140,"0,01475591"
7267,10754,"0,01475849"
7268,13078,"0,01475919"
7269,19502,"0,01475960"
7270,6710,"0,01476097"
7271,9774,"0,01476578"
7272,22592,"0,01476960"
7273,16579,"0,01477005"
7274,14776,"0,01478103"
7275,551,"0,01478342"
7276,4605,"0,01478558"
7277,22720,"0,01478627"
7278,3628,"0,01479151"
7279,1941,"0,01479348"
7280,29548,"0,01479448"
7281,2368,"0,01479511"
7282,11518,"0,01479654"
7283,24297,"0,01480467"
7284,2891,"0,01480519"
7285,21395,"0,01480644"
7286,22860,"0,01480654"
7287,28787,"0,01480768"
7288,5543,"0,01480781"
7289,3471,"0,01481614"
7290,15649,"0,01481677"
7291,29720,"0,01481856"
7292,28105,"0,01482127"
7293,13932,"0,01482492"
7294,27885,"0,01482603"
7295,4741,"0,01482793"
7296,8188,"0,01482873"
7297,28261,"0,01483474"
7298,13408,"0,01483526"
7299,12910,"0,01484109"
7300,10949,"0,01484563"
7301,19037,"0,01484575"
7302,9399,"0,01484762"
7303,21478,"0,01484807"
7304,6513,"0,01484864"
7305,10001,"0,01484976"
7306,2658,"0,01485343"
7307,16474,"0,01486022"
7308,29442,"0,01486091"
7309,15147,"0,01487251"
7310,18687,"0,01487452"
7311,23831,"0,01487877"
7312,6248,"0,01488072"
7313,27671,"0,01488540"
7314,22414,"0,01489106"
7315,15983,"0,01489183"
7316,5699,"0,01489727"
7317,9175,"0,01489749"
7318,1754,"0,01489776"
7319,18728,"0,01490186"
7320,17766,"0,01490391"
7321,8997,"0,01490523"
7322,27790,"0,01490690"
7323,16347,"0,01491004"
7324,23394,"0,01491009"
7325,10718,"0,01491317"
7326,28243,"0,01491658"
7327,23562,"0,01491811"
7328,4999,"0,01491827"
7329,5567,"0,01491980"
7330,20438,"0,01492391"
7331,3025,"0,01492448"
7332,1270,"0,01492782"
7333,7153,"0,01492811"
7334,27145,"0,01492839"
7335,19261,"0,01492843"
7336,13907,"0,01494256"
7337,27719,"0,01495078"
7338,23069,"0,01495455"
7339,10595,"0,01495609"
7340,9291,"0,01495611"
7341,13497,"0,01495662"
7342,2261,"0,01495705"
7343,1189,"0,01495831"
7344,2213,"0,01496746"
7345,29797,"0,01496747"
7346,17639,"0,01497334"
7347,29104,"0,01497502"
7348,18267,"0,01497597"
7349,2012,"0,01498096"
7350,14353,"0,01498603"
7351,26309,"0,01498761"
7352,13786,"0,01499066"
7353,28294,"0,01499241"
7354,338,"0,01500011"
7355,24411,"0,01500291"
7356,26311,"0,01500462"
7357,17019,"0,01501753"
7358,753,"0,01501794"
7359,14378,"0,01502019"
7360,14965,"0,01502377"
7361,3935,"0,01502695"
7362,19600,"0,01502880"
7363,3725,"0,01503117"
7364,5859,"0,01503121"
7365,4040,"0,01503771"
7366,13461,"0,01503941"
7367,4996,"0,01504150"
7368,8487,"0,01504307"
7369,16059,"0,01504613"
7370,6863,"0,01505447"
7371,14037,"0,01505508"
7372,29561,"0,01505870"
7373,24322,"0,01506047"
7374,19815,"0,01506704"
7375,24812,"0,01506711"
7376,22911,"0,01507234"
7377,20050,"0,01507308"
7378,22783,"0,01507346"
7379,25914,"0,01507494"
7380,10495,"0,01508251"
7381,12334,"0,01508337"
7382,24614,"0,01509002"
7383,10350,"0,01509092"
7384,10746,"0,01509220"
7385,17922,"0,01509672"
7386,25000,"0,01509799"
7387,4627,"0,01510312"
7388,24900,"0,01510416"
7389,14127,"0,01510488"
7390,20417,"0,01511042"
7391,6705,"0,01511133"
7392,20462,"0,01511970"
7393,19705,"0,01512045"
7394,20788,"0,01513030"
7395,376,"0,01513390"
7396,25729,"0,01514558"
7397,22900,"0,01514639"
7398,13220,"0,01514837"
7399,29258,"0,01515121"
7400,11644,"0,01516012"
7401,27533,"0,01516146"
7402,8023,"0,01516743"
7403,16904,"0,01516829"
7404,13993,"0,01517503"
7405,1018,"0,01517549"
7406,23360,"0,01517786"
7407,12060,"0,01518915"
7408,28241,"0,01520027"
7409,15284,"0,01520686"
7410,535,"0,01521891"
7411,7914,"0,01522023"
7412,7601,"0,01522070"
7413,20762,"0,01522206"
7414,15873,"0,01522265"
7415,11868,"0,01522775"
7416,20698,"0,01522867"
7417,24997,"0,01523193"
7418,28934,"0,01524023"
7419,14263,"0,01524154"
7420,15494,"0,01524298"
7421,22425,"0,01524359"
7422,27395,"0,01524505"
7423,2913,"0,01524820"
7424,17768,"0,01524986"
7425,23428,"0,01525164"
7426,23538,"0,01525388"
7427,21562,"0,01525699"
7428,13933,"0,01526377"
7429,1326,"0,01526563"
7430,20377,"0,01526874"
7431,18877,"0,01527188"
7432,7758,"0,01527245"
7433,18685,"0,01527272"
7434,5960,"0,01527914"
7435,25512,"0,01528170"
7436,14971,"0,01528319"
7437,15487,"0,01529111"
7438,11678,"0,01529460"
7439,27465,"0,01529600"
7440,10404,"0,01530067"
7441,5372,"0,01530145"
7442,24148,"0,01530164"
7443,23423,"0,01530337"
7444,22943,"0,01530359"
7445,19703,"0,01530745"
7446,16000,"0,01530993"
7447,19790,"0,01531122"
7448,27400,"0,01531286"
7449,25616,"0,01531379"
7450,12062,"0,01531486"
7451,4384,"0,01531702"
7452,18327,"0,01531809"
7453,23913,"0,01532009"
7454,9863,"0,01532092"
7455,2468,"0,01532591"
7456,29919,"0,01533401"
7457,24383,"0,01533403"
7458,6945,"0,01534109"
7459,9852,"0,01534588"
7460,13565,"0,01534866"
7461,18802,"0,01534987"
7462,13831,"0,01535459"
7463,21075,"0,01535515"
7464,7256,"0,01535749"
7465,12685,"0,01535929"
7466,15892,"0,01536338"
7467,24364,"0,01536803"
7468,29495,"0,01536949"
7469,19910,"0,01537290"
7470,12681,"0,01537317"
7471,17324,"0,01537636"
7472,23434,"0,01537698"
7473,610,"0,01537775"
7474,7049,"0,01538088"
7475,25591,"0,01538090"
7476,24336,"0,01539124"
7477,990,"0,01539582"
7478,27430,"0,01540008"
7479,25391,"0,01540180"
7480,8882,"0,01540285"
7481,7853,"0,01541205"
7482,16486,"0,01541761"
7483,24836,"0,01542098"
7484,24678,"0,01542194"
7485,5313,"0,01542377"
7486,27631,"0,01542545"
7487,11602,"0,01542785"
7488,12992,"0,01542948"
7489,15080,"0,01543077"
7490,22873,"0,01543114"
7491,4680,"0,01543633"
7492,1224,"0,01543752"
7493,18102,"0,01544518"
7494,27128,"0,01544896"
7495,3504,"0,01545000"
7496,8967,"0,01545054"
7497,29766,"0,01546087"
7498,4047,"0,01546190"
7499,9355,"0,01547514"
7500,12293,"0,01547714"
7501,12120,"0,01547937"
7502,27546,"0,01548201"
7503,16260,"0,01548250"
7504,12795,"0,01548326"
7505,12497,"0,01548544"
7506,8542,"0,01548831"
7507,17377,"0,01548833"
7508,22201,"0,01549272"
7509,8549,"0,01549370"
7510,1695,"0,01549373"
7511,15340,"0,01550578"
7512,21921,"0,01550617"
7513,12868,"0,01551398"
7514,8239,"0,01551624"
7515,22983,"0,01552430"
7516,20369,"0,01552439"
7517,29845,"0,01552548"
7518,5067,"0,01552620"
7519,16052,"0,01552652"
7520,11107,"0,01553243"
7521,19577,"0,01553314"
7522,28767,"0,01553671"
7523,25828,"0,01553765"
7524,4460,"0,01553806"
7525,26707,"0,01553821"
7526,18972,"0,01553928"
7527,20245,"0,01554476"
7528,2819,"0,01554577"
7529,28250,"0,01555011"
7530,7043,"0,01555229"
7531,19685,"0,01555425"
7532,8406,"0,01555473"
7533,21489,"0,01556262"
7534,1028,"0,01556317"
7535,19603,"0,01557017"
7536,24005,"0,01557521"
7537,12635,"0,01557835"
7538,29729,"0,01558367"
7539,14950,"0,01558420"
7540,21577,"0,01558790"
7541,17818,"0,01559283"
7542,10540,"0,01559419"
7543,3752,"0,01559841"
7544,7013,"0,01560003"
7545,21387,"0,01560260"
7546,29647,"0,01560279"
7547,21548,"0,01560981"
7548,701,"0,01561118"
7549,22576,"0,01561185"
7550,26282,"0,01561198"
7551,25509,"0,01561520"
7552,19570,"0,01561798"
7553,16613,"0,01562099"
7554,24579,"0,01562148"
7555,5572,"0,01562153"
7556,136,"0,01562499"
7557,4487,"0,01563113"
7558,26152,"0,01563392"
7559,16393,"0,01563410"
7560,24279,"0,01563740"
7561,6080,"0,01563899"
7562,24119,"0,01564463"
7563,18812,"0,01564502"
7564,7669,"0,01564986"
7565,9651,"0,01565458"
7566,13734,"0,01565528"
7567,942,"0,01565725"
7568,14181,"0,01565801"
7569,18361,"0,01565819"
7570,23155,"0,01566059"
7571,19599,"0,01566191"
7572,14535,"0,01566417"
7573,21435,"0,01566700"
7574,22336,"0,01566892"
7575,5698,"0,01567331"
7576,6549,"0,01567677"
7577,21127,"0,01569050"
7578,2143,"0,01569072"
7579,19713,"0,01569312"
7580,10948,"0,01569882"
7581,24647,"0,01569936"
7582,13747,"0,01570085"
7583,14162,"0,01570192"
7584,15046,"0,01570394"
7585,9746,"0,01570632"
7586,24568,"0,01570905"
7587,27511,"0,01570959"
7588,5369,"0,01571068"
7589,15414,"0,01571875"
7590,13510,"0,01572998"
7591,9082,"0,01573234"
7592,6817,"0,01573524"
7593,22467,"0,01573810"
7594,10089,"0,01573863"
7595,1547,"0,01573888"
7596,20491,"0,01574229"
7597,24349,"0,01575208"
7598,24877,"0,01575408"
7599,24497,"0,01575427"
7600,24914,"0,01575756"
7601,3266,"0,01576328"
7602,1003,"0,01576836"
7603,21502,"0,01576986"
7604,28526,"0,01577400"
7605,25951,"0,01577454"
7606,26098,"0,01578001"
7607,1379,"0,01579250"
7608,27911,"0,01579529"
7609,10051,"0,01581285"
7610,22590,"0,01581890"
7611,19263,"0,01582470"
7612,25959,"0,01582474"
7613,20422,"0,01582633"
7614,29382,"0,01582962"
7615,25174,"0,01583467"
7616,26648,"0,01583786"
7617,13553,"0,01584192"
7618,3006,"0,01584420"
7619,25633,"0,01584627"
7620,22707,"0,01584640"
7621,6013,"0,01584685"
7622,11681,"0,01584726"
7623,21734,"0,01584821"
7624,11409,"0,01584915"
7625,18474,"0,01584926"
7626,20146,"0,01584935"
7627,4935,"0,01585058"
7628,27422,"0,01585077"
7629,263,"0,01585626"
7630,29157,"0,01586279"
7631,23300,"0,01586984"
7632,11001,"0,01587058"
7633,26106,"0,01587345"
7634,28637,"0,01587532"
7635,7997,"0,01588413"
7636,3418,"0,01588899"
7637,26383,"0,01589113"
7638,710,"0,01589614"
7639,3438,"0,01590664"
7640,15707,"0,01590752"
7641,11184,"0,01590953"
7642,27327,"0,01591945"
7643,4857,"0,01592051"
7644,20229,"0,01592066"
7645,26277,"0,01592800"
7646,11679,"0,01593186"
7647,4195,"0,01593223"
7648,29979,"0,01593498"
7649,3743,"0,01594374"
7650,12206,"0,01594483"
7651,5083,"0,01594939"
7652,27845,"0,01595038"
7653,908,"0,01595504"
7654,3904,"0,01596014"
7655,20212,"0,01596082"
7656,7321,"0,01596330"
7657,25460,"0,01596333"
7658,1001,"0,01596707"
7659,23668,"0,01596847"
7660,11304,"0,01597272"
7661,9234,"0,01597731"
7662,14059,"0,01597861"
7663,23364,"0,01597985"
7664,5434,"0,01598667"
7665,22507,"0,01598974"
7666,22659,"0,01599642"
7667,13746,"0,01600411"
7668,14555,"0,01600483"
7669,26144,"0,01601074"
7670,22923,"0,01601113"
7671,9558,"0,01601215"
7672,1310,"0,01601286"
7673,31,"0,01601322"
7674,26557,"0,01601646"
7675,13721,"0,01601828"
7676,12589,"0,01601969"
7677,20040,"0,01602460"
7678,21569,"0,01602472"
7679,27590,"0,01603779"
7680,9899,"0,01603946"
7681,26193,"0,01604653"
7682,17079,"0,01604737"
7683,23703,"0,01605244"
7684,5745,"0,01605462"
7685,3644,"0,01605642"
7686,14476,"0,01605783"
7687,5783,"0,01606185"
7688,28817,"0,01606428"
7689,8622,"0,01606652"
7690,27557,"0,01606938"
7691,21490,"0,01606968"
7692,21724,"0,01607121"
7693,13133,"0,01608300"
7694,10105,"0,01608643"
7695,21072,"0,01608779"
7696,14149,"0,01609034"
7697,7495,"0,01609035"
7698,3668,"0,01609209"
7699,12801,"0,01609232"
7700,10470,"0,01609808"
7701,12407,"0,01610243"
7702,709,"0,01610327"
7703,4574,"0,01610352"
7704,25913,"0,01610601"
7705,20321,"0,01610673"
7706,20370,"0,01610768"
7707,29685,"0,01611075"
7708,9044,"0,01611115"
7709,20685,"0,01611533"
7710,21407,"0,01611662"
7711,9129,"0,01612168"
7712,21252,"0,01612855"
7713,20732,"0,01613101"
7714,24347,"0,01613473"
7715,4696,"0,01613717"
7716,4427,"0,01614197"
7717,23966,"0,01614315"
7718,20913,"0,01615156"
7719,10252,"0,01615182"
7720,9039,"0,01615275"
7721,7713,"0,01615299"
7722,368,"0,01615476"
7723,5125,"0,01615768"
7724,26404,"0,01615929"
7725,23947,"0,01616020"
7726,12094,"0,01616256"
7727,19186,"0,01616447"
7728,17511,"0,01616543"
7729,3838,"0,01616636"
7730,8930,"0,01616906"
7731,19041,"0,01617256"
7732,23294,"0,01617264"
7733,22092,"0,01617340"
7734,9242,"0,01617396"
7735,6612,"0,01617848"
7736,1856,"0,01618128"
7737,14819,"0,01618261"
7738,19292,"0,01618341"
7739,6078,"0,01618777"
7740,18213,"0,01619323"
7741,17710,"0,01619738"
7742,6351,"0,01619783"
7743,22231,"0,01620315"
7744,8455,"0,01620638"
7745,1868,"0,01621448"
7746,6046,"0,01621740"
7747,22267,"0,01621812"
7748,5807,"0,01622193"
7749,22446,"0,01622737"
7750,29724,"0,01623000"
7751,28015,"0,01623187"
7752,10822,"0,01623299"
7753,14830,"0,01624052"
7754,10327,"0,01624198"
7755,10228,"0,01624652"
7756,18961,"0,01625077"
7757,10778,"0,01625096"
7758,8317,"0,01625698"
7759,20874,"0,01626166"
7760,22664,"0,01626560"
7761,10104,"0,01626768"
7762,21193,"0,01627270"
7763,26810,"0,01627543"
7764,18010,"0,01627573"
7765,367,"0,01627606"
7766,13919,"0,01628085"
7767,20647,"0,01628095"
7768,16805,"0,01628494"
7769,20013,"0,01628885"
7770,785,"0,01629037"
7771,22016,"0,01629819"
7772,20284,"0,01629845"
7773,25438,"0,01631134"
7774,26919,"0,01631360"
7775,27730,"0,01632111"
7776,15005,"0,01632394"
7777,25288,"0,01632830"
7778,2090,"0,01632943"
7779,13900,"0,01633093"
7780,18429,"0,01633106"
7781,20766,"0,01633108"
7782,7019,"0,01633644"
7783,8105,"0,01633699"
7784,13759,"0,01633703"
7785,2490,"0,01633714"
7786,3970,"0,01633899"
7787,19473,"0,01633964"
7788,22002,"0,01634173"
7789,20473,"0,01634222"
7790,13924,"0,01634308"
7791,25347,"0,01634858"
7792,1265,"0,01635467"
7793,1350,"0,01635517"
7794,19421,"0,01635820"
7795,23836,"0,01636082"
7796,18616,"0,01636958"
7797,18912,"0,01637342"
7798,28488,"0,01637397"
7799,13354,"0,01637424"
7800,17326,"0,01637431"
7801,13930,"0,01637532"
7802,15104,"0,01637554"
7803,12933,"0,01638352"
7804,10594,"0,01638491"
7805,13485,"0,01638535"
7806,17780,"0,01638880"
7807,5958,"0,01639057"
7808,13189,"0,01639212"
7809,19277,"0,01639376"
7810,5904,"0,01640275"
7811,12124,"0,01641085"
7812,15386,"0,01641549"
7813,24033,"0,01641634"
7814,7449,"0,01642412"
7815,5947,"0,01643405"
7816,3625,"0,01643517"
7817,28567,"0,01644520"
7818,25157,"0,01644617"
7819,17873,"0,01644910"
7820,24927,"0,01645240"
7821,16971,"0,01645372"
7822,27182,"0,01645559"
7823,21377,"0,01645621"
7824,11420,"0,01645937"
7825,2176,"0,01646435"
7826,23634,"0,01646475"
7827,19725,"0,01646580"
7828,1027,"0,01646861"
7829,968,"0,01647292"
7830,29461,"0,01647692"
7831,3078,"0,01647838"
7832,8156,"0,01648401"
7833,23948,"0,01648514"
7834,545,"0,01648739"
7835,20361,"0,01648820"
7836,18907,"0,01649013"
7837,10840,"0,01649333"
7838,10556,"0,01649847"
7839,383,"0,01650149"
7840,10030,"0,01650350"
7841,24612,"0,01651599"
7842,18762,"0,01651917"
7843,18785,"0,01652081"
7844,16363,"0,01652805"
7845,27785,"0,01653084"
7846,15307,"0,01653756"
7847,28827,"0,01654061"
7848,18680,"0,01654268"
7849,14982,"0,01654419"
7850,14699,"0,01654709"
7851,16327,"0,01654802"
7852,2663,"0,01655008"
7853,2190,"0,01655094"
7854,23173,"0,01655769"
7855,4585,"0,01655858"
7856,28738,"0,01655924"
7857,2199,"0,01655979"
7858,7685,"0,01656189"
7859,4036,"0,01656907"
7860,12365,"0,01656953"
7861,23012,"0,01657451"
7862,12262,"0,01657709"
7863,29356,"0,01657741"
7864,9768,"0,01657978"
7865,28475,"0,01658081"
7866,27735,"0,01659114"
7867,509,"0,01659539"
7868,25150,"0,01659693"
7869,7507,"0,01659864"
7870,9231,"0,01660044"
7871,13618,"0,01660180"
7872,19209,"0,01660383"
7873,27111,"0,01660810"
7874,19712,"0,01660901"
7875,22837,"0,01661705"
7876,11984,"0,01661803"
7877,2723,"0,01662476"
7878,1043,"0,01662482"
7879,10384,"0,01662587"
7880,24680,"0,01662596"
7881,17299,"0,01663509"
7882,29407,"0,01663879"
7883,9975,"0,01664124"
7884,3191,"0,01664553"
7885,19212,"0,01664896"
7886,20684,"0,01665188"
7887,28075,"0,01665232"
7888,10895,"0,01665274"
7889,3273,"0,01665671"
7890,11375,"0,01666456"
7891,29456,"0,01666602"
7892,29130,"0,01667542"
7893,13001,"0,01667787"
7894,3805,"0,01667876"
7895,6231,"0,01668120"
7896,21874,"0,01668131"
7897,27136,"0,01668430"
7898,3155,"0,01668813"
7899,4092,"0,01668878"
7900,15930,"0,01669078"
7901,22660,"0,01669390"
7902,23650,"0,01670169"
7903,25806,"0,01670333"
7904,23793,"0,01671153"
7905,9735,"0,01671170"
7906,16172,"0,01671357"
7907,1266,"0,01671481"
7908,18074,"0,01672105"
7909,29649,"0,01672503"
7910,28099,"0,01672529"
7911,25322,"0,01672910"
7912,5784,"0,01673572"
7913,6136,"0,01674626"
7914,17241,"0,01674974"
7915,13995,"0,01675294"
7916,21771,"0,01675812"
7917,7225,"0,01675874"
7918,24135,"0,01676486"
7919,17502,"0,01676486"
7920,11606,"0,01676514"
7921,3696,"0,01676607"
7922,19255,"0,01676741"
7923,26004,"0,01677180"
7924,23725,"0,01677326"
7925,3822,"0,01678327"
7926,9524,"0,01678378"
7927,12432,"0,01678560"
7928,20261,"0,01678933"
7929,6954,"0,01679635"
7930,12628,"0,01679677"
7931,14237,"0,01680350"
7932,8699,"0,01680494"
7933,19993,"0,01680582"
7934,5653,"0,01680919"
7935,11941,"0,01681021"
7936,9181,"0,01681413"
7937,28894,"0,01681865"
7938,4444,"0,01681890"
7939,29081,"0,01682322"
7940,2449,"0,01682482"
7941,22505,"0,01682834"
7942,10027,"0,01683712"
7943,11213,"0,01683988"
7944,26251,"0,01684010"
7945,4478,"0,01684049"
7946,25008,"0,01684305"
7947,15725,"0,01684370"
7948,9510,"0,01684528"
7949,8095,"0,01685012"
7950,23898,"0,01685371"
7951,25108,"0,01685398"
7952,5197,"0,01686496"
7953,25177,"0,01687095"
7954,12406,"0,01687140"
7955,22004,"0,01687349"
